Accident_ID,Type,Date,the speed,A. Minor injuries,A. Serious injuries,p. death injuries,A. Medium injuries,lanes of the road,road surface,Vehicle Nationality,category of licenses,road type,the lighting,the weather,Road properties,driver error,Conservative,Vehicle class,accident date,number of vehicles,age of the driver,Driver's gender
1747148,shocked,1/29/2018 6:15:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,1/29/2018 6:15:00 PM,1,54.0,Male
1747334,shocked,1/30/2018 9:06:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/30/2018 9:06:00 AM,2,48.0,Male
1747334,shocked,1/30/2018 9:06:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth class (A),asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,medium ride,1/30/2018 9:06:00 AM,2,41.0,Male
1747447,shocked,1/30/2018 1:27:00 PM,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/30/2018 1:27:00 PM,2,32.0,feminine
1747447,shocked,1/30/2018 1:27:00 PM,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,Unidentified/Unidentified Driver,asphalt,day,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,1/30/2018 1:27:00 PM,2,118.0,feminine
1747459,shocked,1/30/2018 1:59:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,Wrong lane change,Capital Governorate Amman,mini ride on car,1/30/2018 1:59:00 PM,2,,Male
1747459,shocked,1/30/2018 1:59:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/30/2018 1:59:00 PM,2,,in
1747519,shocked,1/30/2018 4:13:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,1/30/2018 4:13:00 PM,2,118.0,Male
1747519,shocked,1/30/2018 4:13:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/30/2018 4:13:00 PM,2,50.0,Male
1747645,shocked,1/30/2018 8:50:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,1/30/2018 8:50:00 PM,2,,in
1747645,shocked,1/30/2018 8:50:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/30/2018 8:50:00 PM,2,52.0,feminine
1749808,shocked,5/2/2018 13:11,50,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/2/2018 13:11,2,118.0,in
1749808,shocked,5/2/2018 13:11,50,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/2/2018 13:11,2,67.0,feminine
1750834,shocked,8/2/2018 5:30,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Non-compliance by the driver with obligatory signs or road signs,Capital Governorate Amman,mini ride on car,8/2/2018 5:30,2,22.0,Male
1750834,shocked,8/2/2018 5:30,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,8/2/2018 5:30,2,48.0,Male
1751977,shocked,11/2/2018 9:38,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,11/2/2018 9:38,2,60.0,Male
1751977,shocked,11/2/2018 9:38,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,11/2/2018 9:38,2,66.0,Male
1754012,shocked,2/15/2018 5:47:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,2/15/2018 5:47:00 PM,2,47.0,feminine
1754012,shocked,2/15/2018 5:47:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/15/2018 5:47:00 PM,2,30.0,Male
1754057,shocked,2/15/2018 7:36:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,2/15/2018 7:36:00 PM,2,43.0,Male
1754057,shocked,2/15/2018 7:36:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/15/2018 7:36:00 PM,2,,in
1754790,shocked,2/21/2018 3:06:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,2/21/2018 3:06:00 PM,3,28.0,Male
1754790,shocked,2/21/2018 3:06:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,2/21/2018 3:06:00 PM,3,40.0,feminine
1754790,shocked,2/21/2018 3:06:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/21/2018 3:06:00 PM,3,25.0,feminine
1755295,shocked,2/19/2018 8:46:00 AM,50,0,0,0,0,Two-way separated by a central island,snowy,Jordan,Sixth Class (A + B),asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,2/19/2018 8:46:00 AM,3,64.0,Male
1755295,shocked,2/19/2018 8:46:00 AM,50,0,0,0,0,Two-way separated by a central island,snowy,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,2/19/2018 8:46:00 AM,3,30.0,Male
1755295,shocked,2/19/2018 8:46:00 AM,50,0,0,0,0,Two-way separated by a central island,snowy,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/19/2018 8:46:00 AM,3,29.0,Male
1757233,shocked,2/24/2018 12:52:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 12:52:00 PM,2,57.0,feminine
1757233,shocked,2/24/2018 12:52:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/24/2018 12:52:00 PM,2,48.0,Male
1757243,shocked,2/24/2018 1:25:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 1:25:00 PM,2,46.0,Male
1757243,shocked,2/24/2018 1:25:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/24/2018 1:25:00 PM,2,25.0,Male
1757261,shocked,2/24/2018 2:06:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 2:06:00 PM,2,,in
1757261,shocked,2/24/2018 2:06:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking traffic safety precautions,Capital Governorate Amman,mini ride on car,2/24/2018 2:06:00 PM,2,42.0,feminine
1757281,shocked,3/27/2018 2:36:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/27/2018 2:36:00 PM,2,27.0,Male
1757281,shocked,3/27/2018 2:36:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,Shipping,3/27/2018 2:36:00 PM,2,53.0,Male
1757325,shocked,2/24/2018 3:47:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking traffic safety precautions,Capital Governorate Amman,mini ride on car,2/24/2018 3:47:00 PM,2,75.0,Male
1757325,shocked,2/24/2018 3:47:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 3:47:00 PM,2,45.0,Male
1757336,shocked,2/24/2018 4:21:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,Direct Mortaqi,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/24/2018 4:21:00 PM,1,24.0,Male
1757381,shocked,2/24/2018 6:09:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 6:09:00 PM,2,30.0,Male
1757381,shocked,2/24/2018 6:09:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/24/2018 6:09:00 PM,2,42.0,feminine
1757386,shocked,2/24/2018 6:32:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,joint transfer,2/24/2018 6:32:00 PM,2,23.0,Male
1757386,shocked,2/24/2018 6:32:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 6:32:00 PM,2,31.0,Male
1757395,shocked,2/24/2018 6:56:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,2/24/2018 6:56:00 PM,2,44.0,Male
1757395,shocked,2/24/2018 6:56:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 6:56:00 PM,2,25.0,feminine
1757423,shocked,2/24/2018 8:04:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,2/24/2018 8:04:00 PM,2,33.0,Male
1757423,shocked,2/24/2018 8:04:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 8:04:00 PM,2,43.0,Male
1757435,shocked,2/24/2018 8:36:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,2/24/2018 8:36:00 PM,2,29.0,Male
1757435,shocked,2/24/2018 8:36:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,first class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,motor bike,2/24/2018 8:36:00 PM,2,118.0,in
1757444,shocked,2/24/2018 9:00:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/24/2018 9:00:00 PM,2,,in
1757444,shocked,2/24/2018 9:00:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/24/2018 9:00:00 PM,2,39.0,Male
1757631,shocked,2/25/2018 11:39:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,take the wrong lane,Capital Governorate Amman,mini ride on car,2/25/2018 11:39:00 AM,2,44.0,Male
1757631,shocked,2/25/2018 11:39:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,2/25/2018 11:39:00 AM,2,49.0,Male
1758071,shocked,2/26/2018 10:30:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/26/2018 10:30:00 AM,2,,in
1758071,shocked,2/26/2018 10:30:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,2/26/2018 10:30:00 AM,2,30.0,feminine
1759252,shocked,2/28/2018 9:09:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Traveling at a speed exceeding the established limit by more than 40 kilometers per hour for small passenger cars,Capital Governorate Amman,mini ride on car,2/28/2018 9:09:00 PM,2,23.0,Male
1759252,shocked,2/28/2018 9:09:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,Turning or turning the vehicle in a way that obstructs traffic or endangers road users,Capital Governorate Amman,Shipping,2/28/2018 9:09:00 PM,2,25.0,Male
1759254,shocked,2/28/2018 9:26:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,Direct Mortaqi,Suddenly changed leak,Capital Governorate Amman,mini ride on car,2/28/2018 9:26:00 PM,2,47.0,Male
1759254,shocked,2/28/2018 9:26:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,Direct Mortaqi,Suddenly changed leak,Capital Governorate Amman,medium ride,2/28/2018 9:26:00 PM,2,27.0,Male
1759283,shocked,2/28/2018 11:27:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/28/2018 11:27:00 PM,2,26.0,Male
1759283,shocked,2/28/2018 11:27:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,2/28/2018 11:27:00 PM,2,118.0,in
1761527,shocked,6/3/2018 12:02,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,joint transfer,6/3/2018 12:02,2,45.0,Male
1761527,shocked,6/3/2018 12:02,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/3/2018 12:02,2,58.0,feminine
1763850,shocked,12/3/2018 8:31,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver took the wrong lane,Capital Governorate Amman,mini ride on car,12/3/2018 8:31,2,32.0,feminine
1763850,shocked,12/3/2018 8:31,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver took the wrong lane,Capital Governorate Amman,Shipping,12/3/2018 8:31,2,50.0,Male
1764019,shocked,12/3/2018 7:56,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/3/2018 7:56,2,43.0,Male
1764019,shocked,12/3/2018 7:56,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,joint transfer,12/3/2018 7:56,2,22.0,Male
1764043,shocked,12/3/2018 8:50,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/3/2018 8:50,2,,in
1764043,shocked,12/3/2018 8:50,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver of the vehicle overtaking the wrong way in cases that prevent this,Capital Governorate Amman,joint transfer,12/3/2018 8:50,2,,in
1764794,shocked,3/13/2018 8:11:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/13/2018 8:11:00 PM,2,49.0,Male
1764794,shocked,3/13/2018 8:11:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/13/2018 8:11:00 PM,2,33.0,Male
1765421,shocked,3/15/2018 11:25:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/15/2018 11:25:00 AM,2,32.0,feminine
1765421,shocked,3/15/2018 11:25:00 AM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/15/2018 11:25:00 AM,2,,in
1765823,shocked,3/16/2018 11:51:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,Direct Mortaqi,There is no,Capital Governorate Amman,mini ride on car,3/16/2018 11:51:00 AM,2,30.0,feminine
1765823,shocked,3/16/2018 11:51:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth class (A),asphalt,day,Clear,Direct Mortaqi,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,bus,3/16/2018 11:51:00 AM,2,37.0,Male
1766624,shocked,3/18/2018 12:54:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/18/2018 12:54:00 PM,2,48.0,feminine
1766624,shocked,3/18/2018 12:54:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/18/2018 12:54:00 PM,2,31.0,Male
1767092,shocked,3/19/2018 2:12:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver took the wrong lane,Capital Governorate Amman,mini ride on car,3/19/2018 2:12:00 PM,2,25.0,Male
1767092,shocked,3/19/2018 2:12:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,first class,asphalt,day,Clear,flat straight,The driver took the wrong lane,Capital Governorate Amman,mini ride on car,3/19/2018 2:12:00 PM,2,,Male
1767097,shocked,3/19/2018 2:20:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,3/19/2018 2:20:00 PM,2,36.0,feminine
1767097,shocked,3/19/2018 2:20:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/19/2018 2:20:00 PM,2,30.0,Male
1767108,shocked,3/19/2018 2:44:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/19/2018 2:44:00 PM,2,54.0,Male
1767108,shocked,3/19/2018 2:44:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/19/2018 2:44:00 PM,2,24.0,Male
1767211,shocked,3/19/2018 5:40:00 PM,40,0,0,0,0,inside garage,dry,Jordan,third class,cement,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/19/2018 5:40:00 PM,1,66.0,Male
1767863,shocked,3/21/2018 1:03:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/21/2018 1:03:00 PM,2,31.0,Male
1767863,shocked,3/21/2018 1:03:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/21/2018 1:03:00 PM,2,58.0,Male
1767931,shocked,3/21/2018 3:02:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,3/21/2018 3:02:00 PM,2,36.0,Male
1767931,shocked,3/21/2018 3:02:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/21/2018 3:02:00 PM,2,49.0,Male
1768790,shocked,3/23/2018 12:56:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/23/2018 12:56:00 PM,2,27.0,feminine
1768790,shocked,3/23/2018 12:56:00 PM,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,joint transfer,3/23/2018 12:56:00 PM,2,48.0,Male
1768792,shocked,3/23/2018 1:00:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driver not complying with road signs,Capital Governorate Amman,mini ride on car,3/23/2018 1:00:00 PM,2,39.0,feminine
1768792,shocked,3/23/2018 1:00:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/23/2018 1:00:00 PM,2,58.0,Male
1768817,shocked,3/23/2018 2:30:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/23/2018 2:30:00 PM,2,34.0,Male
1768817,shocked,3/23/2018 2:30:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,Shipping,3/23/2018 2:30:00 PM,2,31.0,Male
1768822,shocked,3/23/2018 2:48:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/23/2018 2:48:00 PM,2,30.0,Male
1768822,shocked,3/23/2018 2:48:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,0,Capital Governorate Amman,mini ride on car,3/23/2018 2:48:00 PM,2,,in
1768833,shocked,3/23/2018 3:19:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,0,Capital Governorate Amman,mini ride on car,3/23/2018 3:19:00 PM,2,,in
1768833,shocked,3/23/2018 3:19:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,3/23/2018 3:19:00 PM,2,26.0,Male
1770561,shocked,3/27/2018 1:28:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/27/2018 1:28:00 PM,2,39.0,Male
1770561,shocked,3/27/2018 1:28:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,3/27/2018 1:28:00 PM,2,24.0,feminine
1773649,shocked,4/4/2018 9:05,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/4/2018 9:05,2,30.0,Male
1773649,shocked,4/4/2018 9:05,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/4/2018 9:05,2,22.0,feminine
1774255,shocked,2/4/2018 21:15,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,take the wrong lane,Capital Governorate Amman,joint transfer,2/4/2018 21:15,3,118.0,in
1774255,shocked,2/4/2018 21:15,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,take the wrong lane,Capital Governorate Amman,mini ride on car,2/4/2018 21:15,3,58.0,Male
1774255,shocked,2/4/2018 21:15,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/4/2018 21:15,3,118.0,in
1774676,shocked,4/4/2018 7:36,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/4/2018 7:36,4,40.0,feminine
1774676,shocked,4/4/2018 7:36,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,4/4/2018 7:36,4,24.0,Male
1774676,shocked,4/4/2018 7:36,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/4/2018 7:36,4,63.0,Male
1774676,shocked,4/4/2018 7:36,50,0,0,0,0,Two directions not separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/4/2018 7:36,4,51.0,Male
1774706,shocked,4/4/2018 8:41,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/4/2018 8:41,2,32.0,feminine
1774706,shocked,4/4/2018 8:41,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violation of the no-traffic sign,Capital Governorate Amman,mini ride on car,4/4/2018 8:41,2,118.0,in
